,filename,year,month,day,hour,minute,second,persons,cars,buss,trucks,bicycles
231,loc01-2022_11_12_09_49_26.jpg,2022,11,12,9,49,26,7,1,0,8,0
232,loc01-2022_11_12_09_49_57.jpg,2022,11,12,9,49,57,3,7,0,6,0
233,loc01-2022_11_12_09_50_28.jpg,2022,11,12,9,50,28,6,8,0,3,0
234,loc01-2022_11_12_09_50_59.jpg,2022,11,12,9,50,59,16,4,0,4,0
235,loc01-2022_11_12_09_51_30.jpg,2022,11,12,9,51,30,4,1,0,4,0
236,loc01-2022_11_12_09_52_01.jpg,2022,11,12,9,52,1,13,2,0,3,0
237,loc01-2022_11_12_09_52_32.jpg,2022,11,12,9,52,32,7,0,0,4,0
238,loc01-2022_11_12_09_53_02.jpg,2022,11,12,9,53,2,6,4,0,2,0
239,loc01-2022_11_12_09_53_33.jpg,2022,11,12,9,53,33,15,7,0,3,1
240,loc01-2022_11_12_09_54_04.jpg,2022,11,12,9,54,4,13,6,0,3,3
241,loc01-2022_11_12_09_54_35.jpg,2022,11,12,9,54,35,5,2,0,5,0
242,loc01-2022_11_12_09_55_06.jpg,2022,11,12,9,55,6,7,6,0,1,0
243,loc01-2022_11_12_09_55_37.jpg,2022,11,12,9,55,37,12,2,0,0,0
244,loc01-2022_11_12_09_56_08.jpg,2022,11,12,9,56,8,3,1,0,4,0
245,loc01-2022_11_12_09_56_39.jpg,2022,11,12,9,56,39,3,6,0,4,0
246,loc01-2022_11_12_09_57_10.jpg,2022,11,12,9,57,10,17,9,0,3,1
247,loc01-2022_11_12_09_57_41.jpg,2022,11,12,9,57,41,7,4,0,1,0
248,loc01-2022_11_12_09_58_12.jpg,2022,11,12,9,58,12,11,3,0,3,0
249,loc01-2022_11_12_09_58_43.jpg,2022,11,12,9,58,43,9,2,0,1,0
250,loc01-2022_11_12_09_59_14.jpg,2022,11,12,9,59,14,3,2,0,0,0
251,loc01-2022_11_12_09_59_45.jpg,2022,11,12,9,59,45,8,6,0,1,0
252,loc01-2022_11_12_10_00_16.jpg,2022,11,12,10,0,16,13,2,0,1,0
253,loc01-2022_11_12_10_00_47.jpg,2022,11,12,10,0,47,11,5,0,2,0
254,loc01-2022_11_12_10_01_18.jpg,2022,11,12,10,1,18,6,4,0,3,0
255,loc01-2022_11_12_10_01_49.jpg,2022,11,12,10,1,49,16,3,0,1,0
256,loc01-2022_11_12_10_02_19.jpg,2022,11,12,10,2,19,8,4,0,2,0
257,loc01-2022_11_12_10_02_50.jpg,2022,11,12,10,2,50,8,2,0,2,0
258,loc01-2022_11_12_10_03_21.jpg,2022,11,12,10,3,21,13,1,0,3,0
259,loc01-2022_11_12_10_03_52.jpg,2022,11,12,10,3,52,13,4,0,3,0
260,loc01-2022_11_12_10_04_23.jpg,2022,11,12,10,4,23,5,3,0,4,0
261,loc01-2022_11_12_10_04_54.jpg,2022,11,12,10,4,54,13,1,0,1,0
262,loc01-2022_11_12_10_05_25.jpg,2022,11,12,10,5,25,4,6,0,1,1
263,loc01-2022_11_12_10_05_56.jpg,2022,11,12,10,5,56,7,4,0,3,0
264,loc01-2022_11_12_10_06_27.jpg,2022,11,12,10,6,27,3,5,0,5,1
265,loc01-2022_11_12_10_06_58.jpg,2022,11,12,10,6,58,13,5,0,1,0
266,loc01-2022_11_12_10_07_29.jpg,2022,11,12,10,7,29,11,2,0,4,0
267,loc01-2022_11_12_10_07_59.jpg,2022,11,12,10,7,59,2,1,0,2,0
268,loc01-2022_11_12_10_08_30.jpg,2022,11,12,10,8,30,12,5,0,2,0
269,loc01-2022_11_12_10_09_01.jpg,2022,11,12,10,9,1,5,3,0,6,0
270,loc01-2022_11_12_10_09_32.jpg,2022,11,12,10,9,32,7,2,0,4,1
271,loc01-2022_11_12_10_10_03.jpg,2022,11,12,10,10,3,6,0,0,3,0
272,loc01-2022_11_12_10_10_34.jpg,2022,11,12,10,10,34,5,3,0,3,0
273,loc01-2022_11_12_10_11_05.jpg,2022,11,12,10,11,5,9,2,0,4,1
274,loc01-2022_11_12_10_11_36.jpg,2022,11,12,10,11,36,4,2,0,3,0
275,loc01-2022_11_12_10_12_07.jpg,2022,11,12,10,12,7,10,3,0,3,0
276,loc01-2022_11_12_10_12_38.jpg,2022,11,12,10,12,38,6,3,0,2,0
277,loc01-2022_11_12_10_13_09.jpg,2022,11,12,10,13,9,9,5,0,1,0
278,loc01-2022_11_12_10_13_40.jpg,2022,11,12,10,13,40,10,3,0,4,0
279,loc01-2022_11_12_10_14_11.jpg,2022,11,12,10,14,11,9,2,0,3,0
280,loc01-2022_11_12_10_14_42.jpg,2022,11,12,10,14,42,13,3,0,5,0
281,loc01-2022_11_12_10_15_13.jpg,2022,11,12,10,15,13,3,3,0,4,0
282,loc01-2022_11_12_10_15_44.jpg,2022,11,12,10,15,44,6,2,0,3,0
283,loc01-2022_11_12_10_16_15.jpg,2022,11,12,10,16,15,8,3,0,4,0
284,loc01-2022_11_12_10_16_46.jpg,2022,11,12,10,16,46,7,3,0,1,3
285,loc01-2022_11_12_10_17_16.jpg,2022,11,12,10,17,16,7,5,0,1,0
286,loc01-2022_11_12_10_17_47.jpg,2022,11,12,10,17,47,7,2,0,5,0
287,loc01-2022_11_12_10_18_18.jpg,2022,11,12,10,18,18,10,1,2,3,0
288,loc01-2022_11_12_10_18_49.jpg,2022,11,12,10,18,49,3,1,0,1,0
289,loc01-2022_11_12_10_19_20.jpg,2022,11,12,10,19,20,8,3,0,5,0
290,loc01-2022_11_12_10_19_51.jpg,2022,11,12,10,19,51,8,2,0,2,0
291,loc01-2022_11_12_10_20_22.jpg,2022,11,12,10,20,22,7,0,0,1,0
292,loc01-2022_11_12_10_20_53.jpg,2022,11,12,10,20,53,15,2,0,5,1
293,loc01-2022_11_12_10_21_24.jpg,2022,11,12,10,21,24,11,3,0,2,0
294,loc01-2022_11_12_10_21_55.jpg,2022,11,12,10,21,55,9,5,0,4,0
295,loc01-2022_11_12_10_22_26.jpg,2022,11,12,10,22,26,9,6,0,3,0
296,loc01-2022_11_12_10_22_57.jpg,2022,11,12,10,22,57,8,6,0,3,1
297,loc01-2022_11_12_10_23_28.jpg,2022,11,12,10,23,28,7,6,0,3,0
298,loc01-2022_11_12_10_23_59.jpg,2022,11,12,10,23,59,10,3,0,3,0
